feature,recall
"['Volume', 'BAA', 'T10Y2YM', 'XTIMVA01KRM667S']",0.125
"['Volume', 'BAA', 'T10Y2YM', 'KORPROINDMISMEI']",0
"['Volume', 'BAA', 'T10Y2YM', 'KORCPIALLMINMEI']",0
"['Volume', 'BAA', 'T10Y2YM', 'LRUNTTTTKRM156S']",0
"['Volume', 'BAA', 'T10Y2YM', 'IR3TCD01KRM156N']",0
"['Volume', 'BAA', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",0.25
"['Volume', 'BAA', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S']",0.625
"['Volume', 'BAA', 'XTEXVA01CNM667S', 'KORPROINDMISMEI']",0
"['Volume', 'BAA', 'XTEXVA01CNM667S', 'KORCPIALLMINMEI']",0.125
"['Volume', 'BAA', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S']",0.375
"['Volume', 'BAA', 'XTEXVA01CNM667S', 'IR3TCD01KRM156N']",0.25
"['Volume', 'BAA', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",0.125
"['Volume', 'BAA', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",0
"['Volume', 'BAA', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",0
"['Volume', 'BAA', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",0
"['Volume', 'BAA', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",0.125
"['Volume', 'BAA', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",0
"['Volume', 'BAA', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI']",0.125
"['Volume', 'BAA', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",0.125
"['Volume', 'BAA', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",0.375
"['Volume', 'BAA', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",0
"['Volume', 'BAA', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",0
"['Volume', 'BAA', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",0
"['Volume', 'BAA', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",0
"['Volume', 'BAA', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",0
"['Volume', 'BAA', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0.25
"['Volume', 'CSUSHPINSA', 'PCE', 'LREMTTTTUSM156S']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'DGORDER']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'TWEXBMTH']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'UNRATENSA']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'TCU']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'INDPRO']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'PPIACO']",0.125
"['Volume', 'CSUSHPINSA', 'PCE', 'CPIAUCSL']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'HOUST']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'HSN1F']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'FEDFUNDS']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'USSLIND']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'TOTALSA']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'NEWORDER']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'UMCSENT']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'AMBNS']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'EXJPUS']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'EXKOUS']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'EXCHUS']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'T10Y2YM']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'XTEXVA01CNM667S']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'XTIMVA01KRM667S']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'KORPROINDMISMEI']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'KORCPIALLMINMEI']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'LRUNTTTTKRM156S']",0
"['Volume', 'CSUSHPINSA', 'PCE', 'IR3TCD01KRM156N']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'DGORDER']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'TWEXBMTH']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'UNRATENSA']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'TCU']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'INDPRO']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'PPIACO']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'CPIAUCSL']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'HOUST']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'HSN1F']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'FEDFUNDS']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'USSLIND']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'TOTALSA']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'NEWORDER']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'UMCSENT']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'AMBNS']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'EXJPUS']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'EXKOUS']",0.25
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'EXCHUS']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'T10Y2YM']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'XTEXVA01CNM667S']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'XTIMVA01KRM667S']",0.125
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'KORPROINDMISMEI']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'KORCPIALLMINMEI']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'LRUNTTTTKRM156S']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S', 'IR3TCD01KRM156N']",0
"['Volume', 'CSUSHPINSA', 'DGORDER', 'TWEXBMTH']",0.5
"['Volume', 'CSUSHPINSA', 'DGORDER', 'UNRATENSA']",0.5
"['Volume', 'CSUSHPINSA', 'DGORDER', 'TCU']",0
"['Volume', 'CSUSHPINSA', 'DGORDER', 'INDPRO']",0.25
"['Volume', 'CSUSHPINSA', 'DGORDER', 'PPIACO']",0.375
"['Volume', 'CSUSHPINSA', 'DGORDER', 'CPIAUCSL']",0.625
"['Volume', 'CSUSHPINSA', 'DGORDER', 'HOUST']",0.125
"['Volume', 'CSUSHPINSA', 'DGORDER', 'HSN1F']",0
"['Volume', 'CSUSHPINSA', 'DGORDER', 'FEDFUNDS']",0.125
"['Volume', 'CSUSHPINSA', 'DGORDER', 'USSLIND']",0
"['Volume', 'CSUSHPINSA', 'DGORDER', 'TOTALSA']",0.125
"['Volume', 'CSUSHPINSA', 'DGORDER', 'NEWORDER']",0.125
"['Volume', 'CSUSHPINSA', 'DGORDER', 'UMCSENT']",0.625
"['Volume', 'CSUSHPINSA', 'DGORDER', 'AMBNS']",0
"['Volume', 'CSUSHPINSA', 'DGORDER', 'EXJPUS']",0
"['Volume', 'CSUSHPINSA', 'DGORDER', 'EXKOUS']",0.25
"['Volume', 'CSUSHPINSA', 'DGORDER', 'EXCHUS']",0
"['Volume', 'CSUSHPINSA', 'DGORDER', 'T10Y2YM']",0
"['Volume', 'CSUSHPINSA', 'DGORDER', 'XTEXVA01CNM667S']",0
"['Volume', 'CSUSHPINSA', 'DGORDER', 'GACDFSA066MSFRBPHI']",0.5
"['Volume', 'CSUSHPINSA', 'DGORDER', 'XTIMVA01KRM667S']",0.125
"['Volume', 'CSUSHPINSA', 'DGORDER', 'KORPROINDMISMEI']",0
"['Volume', 'CSUSHPINSA', 'DGORDER', 'KORCPIALLMINMEI']",0
"['Volume', 'CSUSHPINSA', 'DGORDER', 'LRUNTTTTKRM156S']",0
"['Volume', 'CSUSHPINSA', 'DGORDER', 'IR3TCD01KRM156N']",0.375
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'UNRATENSA']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'TCU']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'INDPRO']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'PPIACO']",0.875
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'CPIAUCSL']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'HOUST']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'HSN1F']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'FEDFUNDS']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'USSLIND']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'TOTALSA']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'NEWORDER']",0.375
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'UMCSENT']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'AMBNS']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'EXJPUS']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'EXKOUS']",0.375
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'EXCHUS']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'T10Y2YM']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'XTEXVA01CNM667S']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'XTIMVA01KRM667S']",0.875
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'KORPROINDMISMEI']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'KORCPIALLMINMEI']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'LRUNTTTTKRM156S']",0
"['Volume', 'CSUSHPINSA', 'TWEXBMTH', 'IR3TCD01KRM156N']",0.125
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'TCU']",0
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'INDPRO']",0
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'PPIACO']",0.625
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'CPIAUCSL']",0
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'HOUST']",0
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'HSN1F']",0
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'FEDFUNDS']",0
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'USSLIND']",0
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'TOTALSA']",0
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'NEWORDER']",0.125
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'UMCSENT']",0.5
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'AMBNS']",0.125
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'EXJPUS']",0
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'EXKOUS']",0.25
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'EXCHUS']",0
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'T10Y2YM']",0
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'XTEXVA01CNM667S']",0
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'XTIMVA01KRM667S']",0.625
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'KORPROINDMISMEI']",0
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'KORCPIALLMINMEI']",0
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'LRUNTTTTKRM156S']",0
"['Volume', 'CSUSHPINSA', 'UNRATENSA', 'IR3TCD01KRM156N']",0.125
"['Volume', 'CSUSHPINSA', 'TCU', 'INDPRO']",0
"['Volume', 'CSUSHPINSA', 'TCU', 'PPIACO']",0.25
"['Volume', 'CSUSHPINSA', 'TCU', 'CPIAUCSL']",0
"['Volume', 'CSUSHPINSA', 'TCU', 'HOUST']",0
"['Volume', 'CSUSHPINSA', 'TCU', 'HSN1F']",0
"['Volume', 'CSUSHPINSA', 'TCU', 'FEDFUNDS']",0
"['Volume', 'CSUSHPINSA', 'TCU', 'USSLIND']",0
"['Volume', 'CSUSHPINSA', 'TCU', 'TOTALSA']",0
"['Volume', 'CSUSHPINSA', 'TCU', 'NEWORDER']",0.25
"['Volume', 'CSUSHPINSA', 'TCU', 'UMCSENT']",0
"['Volume', 'CSUSHPINSA', 'TCU', 'AMBNS']",0
"['Volume', 'CSUSHPINSA', 'TCU', 'EXJPUS']",0
"['Volume', 'CSUSHPINSA', 'TCU', 'EXKOUS']",0
"['Volume', 'CSUSHPINSA', 'TCU', 'EXCHUS']",0
"['Volume', 'CSUSHPINSA', 'TCU', 'T10Y2YM']",0
"['Volume', 'CSUSHPINSA', 'TCU', 'XTEXVA01CNM667S']",0.125
"['Volume', 'CSUSHPINSA', 'TCU', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'CSUSHPINSA', 'TCU', 'XTIMVA01KRM667S']",0.375
"['Volume', 'CSUSHPINSA', 'TCU', 'KORPROINDMISMEI']",0
"['Volume', 'CSUSHPINSA', 'TCU', 'KORCPIALLMINMEI']",0
"['Volume', 'CSUSHPINSA', 'TCU', 'LRUNTTTTKRM156S']",0
"['Volume', 'CSUSHPINSA', 'TCU', 'IR3TCD01KRM156N']",0.125
"['Volume', 'CSUSHPINSA', 'INDPRO', 'PPIACO']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'CPIAUCSL']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'HOUST']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'HSN1F']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'FEDFUNDS']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'USSLIND']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'TOTALSA']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'NEWORDER']",0.125
"['Volume', 'CSUSHPINSA', 'INDPRO', 'UMCSENT']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'AMBNS']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'EXJPUS']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'EXKOUS']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'EXCHUS']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'T10Y2YM']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'XTEXVA01CNM667S']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'XTIMVA01KRM667S']",0.25
"['Volume', 'CSUSHPINSA', 'INDPRO', 'KORPROINDMISMEI']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'KORCPIALLMINMEI']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'LRUNTTTTKRM156S']",0
"['Volume', 'CSUSHPINSA', 'INDPRO', 'IR3TCD01KRM156N']",0.125
"['Volume', 'CSUSHPINSA', 'PPIACO', 'CPIAUCSL']",0.375
"['Volume', 'CSUSHPINSA', 'PPIACO', 'HOUST']",0.125
"['Volume', 'CSUSHPINSA', 'PPIACO', 'HSN1F']",0
"['Volume', 'CSUSHPINSA', 'PPIACO', 'FEDFUNDS']",0
"['Volume', 'CSUSHPINSA', 'PPIACO', 'USSLIND']",0.125
"['Volume', 'CSUSHPINSA', 'PPIACO', 'TOTALSA']",0.125
"['Volume', 'CSUSHPINSA', 'PPIACO', 'NEWORDER']",0.5
"['Volume', 'CSUSHPINSA', 'PPIACO', 'UMCSENT']",0.625
"['Volume', 'CSUSHPINSA', 'PPIACO', 'AMBNS']",0.125
"['Volume', 'CSUSHPINSA', 'PPIACO', 'EXJPUS']",0
"['Volume', 'CSUSHPINSA', 'PPIACO', 'EXKOUS']",0.25
"['Volume', 'CSUSHPINSA', 'PPIACO', 'EXCHUS']",0.125
"['Volume', 'CSUSHPINSA', 'PPIACO', 'T10Y2YM']",0
"['Volume', 'CSUSHPINSA', 'PPIACO', 'XTEXVA01CNM667S']",0.25
"['Volume', 'CSUSHPINSA', 'PPIACO', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'CSUSHPINSA', 'PPIACO', 'XTIMVA01KRM667S']",0.75
"['Volume', 'CSUSHPINSA', 'PPIACO', 'KORPROINDMISMEI']",0
"['Volume', 'CSUSHPINSA', 'PPIACO', 'KORCPIALLMINMEI']",0
"['Volume', 'CSUSHPINSA', 'PPIACO', 'LRUNTTTTKRM156S']",0
"['Volume', 'CSUSHPINSA', 'PPIACO', 'IR3TCD01KRM156N']",0.625
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'HOUST']",0
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'HSN1F']",0
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'FEDFUNDS']",0
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'USSLIND']",0
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'TOTALSA']",0.125
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'NEWORDER']",0
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'UMCSENT']",0
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'AMBNS']",0
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'EXJPUS']",0
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'EXKOUS']",0
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'EXCHUS']",0
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'T10Y2YM']",0
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'XTEXVA01CNM667S']",0
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'XTIMVA01KRM667S']",0.25
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'KORPROINDMISMEI']",0
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'KORCPIALLMINMEI']",0
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'LRUNTTTTKRM156S']",0
"['Volume', 'CSUSHPINSA', 'CPIAUCSL', 'IR3TCD01KRM156N']",0.125
"['Volume', 'CSUSHPINSA', 'HOUST', 'HSN1F']",0
"['Volume', 'CSUSHPINSA', 'HOUST', 'FEDFUNDS']",0
"['Volume', 'CSUSHPINSA', 'HOUST', 'USSLIND']",0
"['Volume', 'CSUSHPINSA', 'HOUST', 'TOTALSA']",0
"['Volume', 'CSUSHPINSA', 'HOUST', 'NEWORDER']",0
"['Volume', 'CSUSHPINSA', 'HOUST', 'UMCSENT']",0
"['Volume', 'CSUSHPINSA', 'HOUST', 'AMBNS']",0.125
"['Volume', 'CSUSHPINSA', 'HOUST', 'EXJPUS']",0
"['Volume', 'CSUSHPINSA', 'HOUST', 'EXKOUS']",0
"['Volume', 'CSUSHPINSA', 'HOUST', 'EXCHUS']",0
"['Volume', 'CSUSHPINSA', 'HOUST', 'T10Y2YM']",0
"['Volume', 'CSUSHPINSA', 'HOUST', 'XTEXVA01CNM667S']",0
"['Volume', 'CSUSHPINSA', 'HOUST', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'CSUSHPINSA', 'HOUST', 'XTIMVA01KRM667S']",0
"['Volume', 'CSUSHPINSA', 'HOUST', 'KORPROINDMISMEI']",0
"['Volume', 'CSUSHPINSA', 'HOUST', 'KORCPIALLMINMEI']",0
"['Volume', 'CSUSHPINSA', 'HOUST', 'LRUNTTTTKRM156S']",0
"['Volume', 'CSUSHPINSA', 'HOUST', 'IR3TCD01KRM156N']",0
"['Volume', 'CSUSHPINSA', 'HSN1F', 'FEDFUNDS']",0
"['Volume', 'CSUSHPINSA', 'HSN1F', 'USSLIND']",0
"['Volume', 'CSUSHPINSA', 'HSN1F', 'TOTALSA']",0
"['Volume', 'CSUSHPINSA', 'HSN1F', 'NEWORDER']",0
"['Volume', 'CSUSHPINSA', 'HSN1F', 'UMCSENT']",0
"['Volume', 'CSUSHPINSA', 'HSN1F', 'AMBNS']",0
"['Volume', 'CSUSHPINSA', 'HSN1F', 'EXJPUS']",0
"['Volume', 'CSUSHPINSA', 'HSN1F', 'EXKOUS']",0
"['Volume', 'CSUSHPINSA', 'HSN1F', 'EXCHUS']",0
"['Volume', 'CSUSHPINSA', 'HSN1F', 'T10Y2YM']",0
"['Volume', 'CSUSHPINSA', 'HSN1F', 'XTEXVA01CNM667S']",0
"['Volume', 'CSUSHPINSA', 'HSN1F', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'CSUSHPINSA', 'HSN1F', 'XTIMVA01KRM667S']",0
"['Volume', 'CSUSHPINSA', 'HSN1F', 'KORPROINDMISMEI']",0
"['Volume', 'CSUSHPINSA', 'HSN1F', 'KORCPIALLMINMEI']",0
"['Volume', 'CSUSHPINSA', 'HSN1F', 'LRUNTTTTKRM156S']",0
"['Volume', 'CSUSHPINSA', 'HSN1F', 'IR3TCD01KRM156N']",0
"['Volume', 'CSUSHPINSA', 'FEDFUNDS', 'USSLIND']",0
"['Volume', 'CSUSHPINSA', 'FEDFUNDS', 'TOTALSA']",0
"['Volume', 'CSUSHPINSA', 'FEDFUNDS', 'NEWORDER']",0
"['Volume', 'CSUSHPINSA', 'FEDFUNDS', 'UMCSENT']",0
"['Volume', 'CSUSHPINSA', 'FEDFUNDS', 'AMBNS']",0
"['Volume', 'CSUSHPINSA', 'FEDFUNDS', 'EXJPUS']",0
"['Volume', 'CSUSHPINSA', 'FEDFUNDS', 'EXKOUS']",0
"['Volume', 'CSUSHPINSA', 'FEDFUNDS', 'EXCHUS']",0
"['Volume', 'CSUSHPINSA', 'FEDFUNDS', 'T10Y2YM']",0
"['Volume', 'CSUSHPINSA', 'FEDFUNDS', 'XTEXVA01CNM667S']",0
"['Volume', 'CSUSHPINSA', 'FEDFUNDS', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'CSUSHPINSA', 'FEDFUNDS', 'XTIMVA01KRM667S']",0
"['Volume', 'CSUSHPINSA', 'FEDFUNDS', 'KORPROINDMISMEI']",0
"['Volume', 'CSUSHPINSA', 'FEDFUNDS', 'KORCPIALLMINMEI']",0
"['Volume', 'CSUSHPINSA', 'FEDFUNDS', 'LRUNTTTTKRM156S']",0
"['Volume', 'CSUSHPINSA', 'FEDFUNDS', 'IR3TCD01KRM156N']",0
"['Volume', 'CSUSHPINSA', 'USSLIND', 'TOTALSA']",0
"['Volume', 'CSUSHPINSA', 'USSLIND', 'NEWORDER']",0
"['Volume', 'CSUSHPINSA', 'USSLIND', 'UMCSENT']",0.125
"['Volume', 'CSUSHPINSA', 'USSLIND', 'AMBNS']",0
"['Volume', 'CSUSHPINSA', 'USSLIND', 'EXJPUS']",0
"['Volume', 'CSUSHPINSA', 'USSLIND', 'EXKOUS']",0
"['Volume', 'CSUSHPINSA', 'USSLIND', 'EXCHUS']",0.125
"['Volume', 'CSUSHPINSA', 'USSLIND', 'T10Y2YM']",0
"['Volume', 'CSUSHPINSA', 'USSLIND', 'XTEXVA01CNM667S']",0
"['Volume', 'CSUSHPINSA', 'USSLIND', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'CSUSHPINSA', 'USSLIND', 'XTIMVA01KRM667S']",0.25
"['Volume', 'CSUSHPINSA', 'USSLIND', 'KORPROINDMISMEI']",0
"['Volume', 'CSUSHPINSA', 'USSLIND', 'KORCPIALLMINMEI']",0
"['Volume', 'CSUSHPINSA', 'USSLIND', 'LRUNTTTTKRM156S']",0
"['Volume', 'CSUSHPINSA', 'USSLIND', 'IR3TCD01KRM156N']",0.25
"['Volume', 'CSUSHPINSA', 'TOTALSA', 'NEWORDER']",0.125
"['Volume', 'CSUSHPINSA', 'TOTALSA', 'UMCSENT']",0.125
"['Volume', 'CSUSHPINSA', 'TOTALSA', 'AMBNS']",0
"['Volume', 'CSUSHPINSA', 'TOTALSA', 'EXJPUS']",0
"['Volume', 'CSUSHPINSA', 'TOTALSA', 'EXKOUS']",0.125
"['Volume', 'CSUSHPINSA', 'TOTALSA', 'EXCHUS']",0
"['Volume', 'CSUSHPINSA', 'TOTALSA', 'T10Y2YM']",0
"['Volume', 'CSUSHPINSA', 'TOTALSA', 'XTEXVA01CNM667S']",0.125
"['Volume', 'CSUSHPINSA', 'TOTALSA', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'CSUSHPINSA', 'TOTALSA', 'XTIMVA01KRM667S']",0.375
"['Volume', 'CSUSHPINSA', 'TOTALSA', 'KORPROINDMISMEI']",0
"['Volume', 'CSUSHPINSA', 'TOTALSA', 'KORCPIALLMINMEI']",0
"['Volume', 'CSUSHPINSA', 'TOTALSA', 'LRUNTTTTKRM156S']",0
"['Volume', 'CSUSHPINSA', 'TOTALSA', 'IR3TCD01KRM156N']",0.125
"['Volume', 'CSUSHPINSA', 'NEWORDER', 'UMCSENT']",0.125
"['Volume', 'CSUSHPINSA', 'NEWORDER', 'AMBNS']",0
"['Volume', 'CSUSHPINSA', 'NEWORDER', 'EXJPUS']",0.125
"['Volume', 'CSUSHPINSA', 'NEWORDER', 'EXKOUS']",0.125
"['Volume', 'CSUSHPINSA', 'NEWORDER', 'EXCHUS']",0
"['Volume', 'CSUSHPINSA', 'NEWORDER', 'T10Y2YM']",0
"['Volume', 'CSUSHPINSA', 'NEWORDER', 'XTEXVA01CNM667S']",0.25
"['Volume', 'CSUSHPINSA', 'NEWORDER', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'CSUSHPINSA', 'NEWORDER', 'XTIMVA01KRM667S']",0.375
"['Volume', 'CSUSHPINSA', 'NEWORDER', 'KORPROINDMISMEI']",0
"['Volume', 'CSUSHPINSA', 'NEWORDER', 'KORCPIALLMINMEI']",0
"['Volume', 'CSUSHPINSA', 'NEWORDER', 'LRUNTTTTKRM156S']",0
"['Volume', 'CSUSHPINSA', 'NEWORDER', 'IR3TCD01KRM156N']",0.125
"['Volume', 'CSUSHPINSA', 'UMCSENT', 'AMBNS']",0.125
"['Volume', 'CSUSHPINSA', 'UMCSENT', 'EXJPUS']",0
"['Volume', 'CSUSHPINSA', 'UMCSENT', 'EXKOUS']",0.375
"['Volume', 'CSUSHPINSA', 'UMCSENT', 'EXCHUS']",0.125
"['Volume', 'CSUSHPINSA', 'UMCSENT', 'T10Y2YM']",0
"['Volume', 'CSUSHPINSA', 'UMCSENT', 'XTEXVA01CNM667S']",0
